init_genome,repl,update,evolved_genome,scf,merit,mum
wtjagcxfzLkszbsIyhehDBucycuopcmyIuoayoLIEbuDtrwnmkpDIcIIEqKDBquEuGIJJajLEEtkmytrKmBoFBBtBBsBIBFIBBDEpBfwnABBeBBzvvvvxgLG,0,-1,wtjagcxfzLkszbsIyhehDBucycuopcmyIuoayoLIEbuDtrwnmkpDIcIIEqKDBquEuGIJJajLEEtkmytrKmBoFBBtBBsBIBFIBBDEpBfwnABBeBBzvvvvxgLG,21.460000,114.000000,-0.008388
LyBDHbwFocIxjadDqfuIowlyycubbbuHcgcjEIDrnEuwIoLirjykLLBkxAboBGBwInBABLswJndBBlbdBDwAbBBLwBnBBEBBBBEEBnqJBmBIqBkzvvvvxgLH,0,-1,LyBDHbwFocIxjadDqfuIowlyycubbbuHcgcjEIDrnEuwIoLirjykLLBkxAboBGBwInBABLswJndBBlbdBDwAbBBLwBnBBEBBBBEEBnqJBmBIqBkzvvvvxgLH,21.850000,115.000000,0.015561
wpjagcEqLHHbEIyHKlaAuxyDycujoJucmBlfqsvbGkysqvBEmeuLAxmvytLnGBrmpEcFBLuEAaABavbLBwroBBBBJoBBGswBBxlBlBBqBBBBBuBzvvvvxglh,0,-1,wpjagcEqLHHbEIyHKlaAuxyDycujoJucmBlfqsvbGkysqvBEmeuLAxmvytLnGBrmpEcFBLuEAaABavbLBwroBBBBJoBBGswBBxlBlBBqBBBBBuBzvvvvxglh,21.780000,117.000000,0.005051
wjjagcvJFcEnAsLaKhabyxioycubAcoloyGbaEnyeKntrFALnayvxpGksfpaKAmxqBdxucBLIdByBvuBtsEnEGvBnEJJBbEJBBBGBBBwBBKwDBkzvvvvxgrm,0,-1,wjjagcvJFcEnAsLaKhabyxioycubAcoloyGbaEnyeKntrFALnayvxpGksfpaKAmxqBdxucBLIdByBvuBtsEnEGvBnEJJBbEJBBBGBBBwBBKwDBkzvvvvxgrm,21.810000,114.000000,0.002293
wzcagclIHcahhmczleEGzycywuuopcuLCobrlydtJBCaDFAknAFmIfFjyyABGGwwIscIqtIGyfldKJBBfiBFDJkbpBqquurBsBBAIBJBlBBBqBBzvvvvxgab,0,-1,wzcagclIHcahhmczleEGzycywuuopcuLCobrlydtJBCaDFAknAFmIfFjyyABGGwwIscIqtIGyfldKJBBfiBFDJkbpBqquurBsBBAIBJBlBBBqBBzvvvvxgab,21.650000,114.000000,-0.000462
wzcagcaExrGjflvEAAvlHycAblJbIBuEjwucyGKdadIKdvuuBrBeKqBKydmJquBjBpIBenoBpBetErfryBEptwosvBBnIpyJBBBKwBFBBLsIonozvvvvxgab,0,-1,wzcagcaExrGjflvEAAvlHycAblJbIBuEjwucyGKdadIKdvuuBrBeKqBKydmJquBjBpIBenoBpBetErfryBEptwosvBBnIpyJBBBKwBFBBLsIonozvvvvxgab,21.790000,116.000000,0.007343
wpjagcuzGKBfkBHrsIliCayKwoucyKGvAyKubrfoByuuctyDBvEnknBuapBBuFvfLjBeBBtGBBEBrrBGjBBBBBtBoBBBwBEBDbnEJBJIEBpDiaxzvxvvvgIw,0,-1,wpjagcuzGKBfkBHrsIliCayKwoucyKGvAyKubrfoByuuctyDBvEnknBuapBBuFvfLjBeBBtGBBEBrrBGjBBBBBtBoBBBwBEBDbnEJBJIEBpDiaxzvxvvvgIw,21.850000,116.000000,0.008238
wzjagcmJnnnEdLFfqreLIyopIKuwarehkDyIusjEIEmvKfocxBqBbKqKByamBGsKssBBsaxBBlEBBBBwlBGwtBukBEoBqlJBwojBovvpqBnvJeBzvvvvxgak,0,-1,wzjagcmJnnnEdLFfqreLIyopIKuwarehkDyIusjEIEmvKfocxBqBbKqKByamBGsKssBBsaxBBlEBBBBwlBGwtBukBEoBqlJBwojBovvpqBnvJeBzvvvvxgak,21.610000,117.000000,-0.002776
wujagctycurByuArmsarFsqcDHwcDFqrBuuGtBIByjAffJloBysBBftGKBvpBwqxcvDBBjterKjjvGjxFBFyvBxBBBBcIdBkBAemGybpBGwJxyBzvvvvxgeb,0,-1,wujagctycurByuArmsarFsqcDHwcDFqrBuuGtBIByjAffJloBysBBftGKBvpBwqxcvDBBjterKjjvGjxFBFyvBxBBBBcIdBkBAemGybpBGwJxyBzvvvvxgeb,21.790000,114.000000,0.008720
wjaagclzIJjJnxzhmGixkACyyckopcuIKEErDJtbBjunadkfAlEysBdqBtKiJGyuaatJLEDAcKIbycdwsjrcKfmbFsIKJqucBBuBLBaEBBsBByczvvvvxgel,0,-1,wjaagclzIJjJnxzhmGixkACyyckopcuIKEErDJtbBjunadkfAlEysBdqBtKiJGyuaatJLEDAcKIbycdwsjrcKfmbFsIKJqucBBuBLBaEBBsBByczvvvvxgel,21.630000,115.000000,0.001849
wujagcqoDrueBrjyucDucLldpaDcBGsEcxhbpJxKBsyJunsBorBwbtqJBdqEyJtBKhmEsBBGeaGeIEeeBJJlqpmmBpewdBsBDrBByBIBLDBpxmJzvvvvxgnJ,0,-1,wujagcqoDrueBrjyucDucLldpaDcBGsEcxhbpJxKBsyJunsBorBwbtqJBdqEyJtBKhmEsBBGeaGeIEeeBJJlqpmmBpewdBsBDrBByBIBLDBpxmJzvvvvxgnJ,21.590000,111.000000,-0.000926
wcjagcAslskAhjFrxCKzybLGycuouIFoIdHBlCJIyrkLxJGtfbvHskHexiKsLnGIkpdvrvyvakauLrfBxBurpquGBrBBqBkFBBBkBxBeJBHFGkrzvxvvvgDj,0,-1,wcjagcAslskAhjFrxCKzybLGycuouIFoIdHBlCJIyrkLxJGtfbvHskHexiKsLnGIkpdvrvyvakauLrfBxBurpquGBrBBqBkFBBBkBxBeJBHFGkrzvxvvvgDj,21.750000,112.000000,0.005517
wCjagcsibDfBixHckkcHDdlyycuLIuwyarFBKEJmjpptaqDEBdJyuEcsdeEmobBrIBABbquuCaGlBqKdxnpBBBvBBBylKBpmBljBIfEjGIBspitzvvvxvgAb,0,-1,wCjagcsibDfBixHckkcHDdlyycuLIuwyarFBKEJmjpptaqDEBdJyuEcsdeEmobBrIBABbquuCaGlBqKdxnpBBBvBBBylKBpmBljBIfEjGIBspitzvvvxvgAb,21.380000,118.000000,-0.000935
wwjagcEwtorhIBhpHbnCsHpyycurjBumcftcomxlnnldexfreeLxxdwfeoIBErqmytqECaebsKAayrGejAEtAertABBBIjBBBBBAxBBBBBBABBBzvvvvxgda,0,-1,wwjagcEwtorhIBhpHbnCsHpyycurjBumcftcomxlnnldexfreeLxxdwfeoIBErqmytqECaebsKAayrGejAEtAertABBBIjBBBBBAxBBBBBBABBBzvvvvxgda,21.850000,116.000000,0.008696
wzjagcyenFHGkjkDDipnLoLAycuouiioFdujAEdFwJefKkGFFHmskDHFfIzhhnusspBvrvyvBELuLnfLmxurpduBGrBBmBBwJuBBBBBBnBkafbqzvxvvvgje,0,-1,wzjagcyenFHGkjkDDipnLoLAycuouiioFdujAEdFwJefKkGFFHmskDHFfIzhhnusspBvrvyvBELuLnfLmxurpduBGrBBmBBwJuBBBBBBnBkafbqzvxvvvgje,21.830000,112.000000,0.010078
AmfjLLdzuownjaaHncLooclyycuDLAuHcgcdEIfrsEuwoBGGrjfxesBkxlmBBfcEIjBBbBdBeBeBBKdABqwIIBpwdBkBqBdBBBEEprqbBydKDBuzvvvvxgkC,0,-1,AmfjLLdzuownjaaHncLooclyycuDLAuHcgcdEIfrsEuwoBGGrjfxesBkxlmBBfcEIjBBbBdBeBeBBKdABqwIIBpwdBkBqBdBBBEEprqbBydKDBuzvvvvxgkC,21.380000,117.000000,-0.000468
wqjagcekCJLlJCcwyfyycqyoEuuopcEnpdeoEjuIrKxuwrABaGqtpwBBsuDwdqBroBBwBBBBLIBGJykBBwmEkjdfJBJIBBLqGInzwdaJdpIfhJyzvvvvxgrv,0,-1,wqjagcekCJLlJCcwyfyycqyoEuuopcEnpdeoEjuIrKxuwrABaGqtpwBBsuDwdqBroBBwBBBBLIBGJykBBwmEkjdfJBJIBBLqGInzwdaJdpIfhJyzvvvvxgrv,21.610000,113.000000,0.012494
sLLceiEappHwJABuAityKxbiycuEgbucoLtJGuAbLBjaueiykwJfdtspBaBfgcyKwnvaJvwtrpBdBBBuuBrBBBKfpBujybGBEfBBByBBkBvBxDEzvxvvvgda,0,-1,sLLceiEappHwJABuAityKxbiycuEgbucoLtJGuAbLBjaueiykwJfdtspBaBfgcyKwnvaJvwtrpBdBBBuuBrBBBKfpBujybGBEfBBByBBkBvBxDEzvxvvvgda,21.670000,113.000000,-0.000461
zwjagcbbyDHDEfLaJbEAxyrAfuybKmAuAjIIojeDfqwsdaGeomyaruIyEysrxAcEJGmaDcsubuqjBJyAFsJBprEbemuoarBuBBnBBBABIoByIByzvvvvxgse,0,-1,zwjagcbbyDHDEfLaJbEAxyrAfuybKmAuAjIIojeDfqwsdaGeomyaruIyEysrxAcEJGmaDcsubuqjBJyAFsJBprEbemuoarBuBBnBBBABIoByIByzvvvvxgse,21.570000,116.000000,0.003709
wDjagcbtbyoyjGHxyBczEEtytcurKchbDddoyEuGjLfsmBFrBpBBEcenBBjwanBBIBBBdBtyqKutABBBkmbwEBcbBwxegnBykImfBkBBfldxIBzzvvvvxglD,0,-1,wDjagcbtbyoyjGHxyBczEEtytcurKchbDddoyEuGjLfsmBFrBpBBEcenBBjwanBBIBBBdBtyqKutABBBkmbwEBcbBwxegnBykImfBkBBfldxIBzzvvvvxglD,21.450000,115.000000,-0.009790
whjagckuEKibBrJGyqaLBufjbobkprkyIGDxBuJsmrbocBDlCeeBEKefwBksBbBbaJBBkqJLtoJBdkxGBBExBsjBauxqpxaBBBBBaBLEibyIxmizvvvvxgsx,0,-1,whjagckuEKibBrJGyqaLBufjbobkprkyIGDxBuJsmrbocBDlCeeBEKefwBksBbBbaJBBkqJLtoJBdkxGBBExBsjBauxqpxaBBBBBaBLEibyIxmizvvvvxgsx,21.800000,115.000000,0.020183
wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBzvvvvxgFA,0,0,wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBIoKfpcrkb,0.000000,120.000000,0.000000
wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBzvvvvxgFA,1,0,wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBIoKfpcrkb,0.000000,120.000000,0.000000
wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBzvvvvxgFA,2,0,wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBIoKfpcrkb,0.000000,120.000000,0.000000
wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBzvvvvxgFA,3,0,wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBIoKfpcrkb,0.000000,120.000000,0.000000
wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBzvvvvxgFA,4,0,wnjagczfAyiyiIEjwuaiqBKaycubdbujwEEodrmjqBowbBxBLuaDqfBmnwEBkBemdIBbBJpwoaucDKBBKmflqBDBBqwlGBsfBJBwDBqBBBBbdcBIoKfpcrkb,0.000000,120.000000,0.000000
wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDzvvvvxgLf,0,0,wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDIoKfpcrkb,0.000000,120.000000,0.000000
wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDzvvvvxgLf,1,0,wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDIoKfpcrkb,0.000000,120.000000,0.000000
wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDzvvvvxgLf,2,0,wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDIoKfpcrkb,0.000000,120.000000,0.000000
wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDzvvvvxgLf,3,0,wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDIoKfpcrkb,0.000000,120.000000,0.000000
wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDzvvvvxgLf,4,0,wljagcEerypGshkrqjxqwyoJycuupcfvFdtarcBDBELblGuBwEcyBBGywBBBBmmvdBuvfAkEAsBByBByAkBBJBBByBvuBCwEyABpnBKvBaJBpmDIoKfpcrkb,0.000000,120.000000,0.000000
wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkzvvvvxgyF,0,0,wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkIoKfpcrkb,0.000000,120.000000,0.000000
wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkzvvvvxgyF,1,0,wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkIoKfpcrkb,0.000000,120.000000,0.000000
wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkzvvvvxgyF,2,0,wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkIoKfpcrkb,0.000000,120.000000,0.000000
wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkzvvvvxgyF,3,0,wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkIoKfpcrkb,0.000000,120.000000,0.000000
wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkzvvvvxgyF,4,0,wcjagcmHqCbDEIapycasujeEycucJDuDDcbKLoGBiwiGruxBoeBxsocnJpGxoctjbEprwBBnEBbBqBjBJBbtwftqfBBABBBBowBblmuBBxLjImkIoKfpcrkb,0.000000,120.000000,0.000000
wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEzvxvvvgeL,0,0,wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEIoKfpcrkb,0.000000,120.000000,0.000000
wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEzvxvvvgeL,1,0,wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEIoKfpcrkb,0.000000,120.000000,0.000000
wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEzvxvvvgeL,2,0,wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEIoKfpcrkb,0.000000,120.000000,0.000000
wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEzvxvvvgeL,3,0,wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEIoKfpcrkb,0.000000,120.000000,0.000000
wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEzvxvvvgeL,4,0,wEjawJhaIvxrGmGsxcqkxkEyycuqoGucwtpmoIKaowGaeJwyEgcbGezhbpLcaxybGnDvfwBtrpeawDdsuerBBtBlBxlBtvspmAdxeBBKDBvsBBEIoKfpcrkb,0.000000,120.000000,0.000000
wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdzvvvvxghL,0,0,wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdzvvvvxghL,1,0,wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdzvvvvxghL,2,0,wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdzvvvvxghL,3,0,wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdzvvvvxghL,4,0,wGjagcDbCecHyJaEdJJCapGyycureaumcJtruxAnoepkLAnosmBmILLkjsIlobpuyqpxfJEEksKjyrbJaajtAErBBABDBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomzvvvxvgab,0,0,wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomzvvvxvgab,1,0,wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomzvvvxvgab,2,0,wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomzvvvxvgab,3,0,wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomzvvvxvgab,4,0,wzcagcbLGlazlzpDDGEDqznyycujucJoeBmEoInwKBEyABFjcBuAEnyDBuuKrDKBGmGfcyJxjccvpucxBkABjxBDsByytjBBkLBEoBBBBBtkBomIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxzvvvvxgxa,0,0,wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxzvvvvxgxa,1,0,wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxzvvvvxgxa,2,0,wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxzvvvvxgxa,3,0,wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxzvvvvxgxa,4,0,wIjagcKiKBpIwCsAavAyvrEpGtBLqnrBqnxfEAEEyuoucIyyalLetBItLlymvJpBLBlpsLurtkItBBmBuBBBGfyBBBLammBxpBBBIBorBbCsBvxIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBzvvvvxgmm,0,0,wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBzvvvvxgmm,1,0,wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBzvvvvxgmm,2,0,wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBIoKfpcrkb,0.000000,120.000000,0.000000
